Day,Date,Rank,Gross,% ,+/-,YD,Theaters,Gross-to-Date,Day #,MovieName,Image
Sat,2011-08-13,7,"$2,879,093",+40.0%,-44.5%,"2,835","$1,016","$154,695,466",23,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-08-14,8,"$2,275,642",-21.0%,-43.7%,"2,835",$803,"$156,971,108",24,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-08-15,8,"$985,172",-56.7%,-41.1%,"2,835",$348,"$157,956,280",25,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-08-16,8,"$1,055,121",+7.1%,-47.0%,"2,835",$372,"$159,011,401",26,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-08-17,8,"$810,629",-23.2%,-46.1%,"2,835",$286,"$159,822,030",27,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-08-18,9,"$810,084",-0.1%,-41.7%,"2,835",$286,"$160,632,114",28,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-08-19,12,"$1,187,772",+46.6%,-42.2%,"1,988",$597,"$161,819,886",29,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-08-20,13,"$1,726,846",+45.4%,-40.0%,"1,988",$869,"$163,546,732",30,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-08-21,13,"$1,200,911",-30.5%,-47.2%,"1,988",$604,"$164,747,643",31,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-08-22,12,"$452,532",-62.3%,-54.1%,"1,988",$228,"$165,200,175",32,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-08-23,12,"$486,116",+7.4%,-53.9%,"1,988",$245,"$165,686,291",33,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-08-24,12,"$400,440",-17.6%,-50.6%,"1,988",$201,"$166,086,731",34,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-08-25,12,"$435,137",+8.7%,-46.3%,"1,988",$219,"$166,521,868",35,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-08-26,16,"$628,355",+44.4%,-47.1%,"1,424",$441,"$167,150,223",36,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-08-27,16,"$955,978",+52.1%,-44.6%,"1,424",$671,"$168,106,201",37,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-08-28,16,"$664,105",-30.5%,-44.7%,"1,424",$466,"$168,770,306",38,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-08-29,15,"$238,314",-64.1%,-47.3%,"1,424",$167,"$169,008,620",39,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-08-30,15,"$256,942",+7.8%,-47.1%,"1,424",$180,"$169,265,562",40,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-08-31,16,"$214,567",-16.5%,-46.4%,"1,424",$151,"$169,480,129",41,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-09-01,16,"$219,045",+2.1%,-49.7%,"1,424",$154,"$169,699,174",42,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-09-02,14,"$456,605",+108.5%,-27.3%,"1,050",$435,"$170,155,779",43,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-09-03,13,"$713,285",+56.2%,-25.4%,"1,050",$679,"$170,869,064",44,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-09-04,13,"$758,477",+6.3%,+14.2%,"1,050",$722,"$171,627,541",45,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-09-05,13,"$645,219",-14.9%,+170.7%,"1,050",$614,"$172,272,760",46,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-09-06,16,"$128,530",-80.1%,-50.0%,"1,050",$122,"$172,401,290",47,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-09-07,16,"$108,701",-15.4%,-49.3%,"1,050",$104,"$172,509,991",48,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-09-08,16,"$104,019",-4.3%,-52.5%,"1,050",$99,"$172,614,010",49,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-09-09,17,"$244,177",+134.7%,-46.5%,804,$304,"$172,858,187",50,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-09-10,17,"$392,501",+60.7%,-45.0%,804,$488,"$173,250,688",51,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-09-11,18,"$208,975",-46.8%,-72.4%,804,$260,"$173,459,663",52,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-09-12,18,"$60,731",-70.9%,-90.6%,804,$76,"$173,520,394",53,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-09-13,18,"$74,404",+22.5%,-42.1%,804,$93,"$173,594,798",54,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-09-14,18,"$68,137",-8.4%,-37.3%,804,$85,"$173,662,935",55,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-09-15,17,"$74,639",+9.5%,-28.2%,804,$93,"$173,737,574",56,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-09-16,21,"$154,360",+106.8%,-36.8%,540,$286,"$173,891,934",57,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-09-17,20,"$260,287",+68.6%,-33.7%,540,$482,"$174,152,221",58,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-09-18,20,"$149,299",-42.6%,-28.6%,540,$276,"$174,301,520",59,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-09-19,-,"$43,210",-71.1%,-28.9%,540,$80,"$174,344,730",60,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-09-20,-,"$48,639",+12.6%,-34.6%,540,$90,"$174,393,369",61,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-09-21,-,"$45,188",-7.1%,-33.7%,540,$84,"$174,438,557",62,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-09-22,-,"$52,376",+15.9%,-29.8%,540,$97,"$174,490,933",63,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-09-23,-,"$85,428",+63.1%,-44.7%,334,$256,"$174,576,361",64,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-09-24,-,"$139,519",+63.3%,-46.4%,334,$418,"$174,715,880",65,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-09-25,-,"$77,082",-44.8%,-48.4%,334,$231,"$174,792,962",66,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-09-26,-,"$23,466",-69.6%,-45.7%,334,$70,"$174,816,428",67,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-09-27,-,"$27,108",+15.5%,-44.3%,334,$81,"$174,843,536",68,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-09-28,-,"$23,873",-11.9%,-47.2%,334,$71,"$174,867,409",69,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-09-29,-,"$26,802",+12.3%,-48.8%,334,$80,"$174,894,211",70,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-09-30,-,"$121,298",+352.6%,+42.0%,350,$347,"$175,015,509",71,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-10-01,-,"$192,122",+58.4%,+37.7%,350,$549,"$175,207,631",72,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-10-02,-,"$122,787",-36.1%,+59.3%,350,$351,"$175,330,418",73,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-10-03,-,"$39,115",-68.1%,+66.7%,350,$112,"$175,369,533",74,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-10-04,-,"$45,104",+15.3%,+66.4%,350,$129,"$175,414,637",75,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-10-05,-,"$38,374",-14.9%,+60.7%,350,$110,"$175,453,011",76,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-10-06,-,"$41,089",+7.1%,+53.3%,350,$117,"$175,494,100",77,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-10-07,-,"$91,790",+123.4%,-24.3%,303,$303,"$175,585,890",78,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-10-08,-,"$131,960",+43.8%,-31.3%,303,$436,"$175,717,850",79,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-10-09,-,"$88,003",-33.3%,-28.3%,303,$290,"$175,805,853",80,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-10-10,-,"$43,015",-51.1%,+10.0%,303,$142,"$175,848,868",81,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-10-11,-,"$31,233",-27.4%,-30.8%,303,$103,"$175,880,101",82,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-10-12,-,"$28,602",-8.4%,-25.5%,303,$94,"$175,908,703",83,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-10-13,-,"$31,830",+11.3%,-22.5%,303,$105,"$175,940,533",84,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-10-14,-,"$70,372",+121.1%,-23.3%,246,$286,"$176,010,905",85,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-10-15,-,"$103,842",+47.6%,-21.3%,246,$422,"$176,114,747",86,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-10-16,-,"$59,040",-43.1%,-32.9%,246,$240,"$176,173,787",87,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-10-17,-,"$19,747",-66.6%,-54.1%,246,$80,"$176,193,534",88,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-10-18,-,"$22,568",+14.3%,-27.7%,246,$92,"$176,216,102",89,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-10-19,-,"$20,465",-9.3%,-28.4%,246,$83,"$176,236,567",90,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-10-20,-,"$26,085",+27.5%,-18.0%,246,$106,"$176,262,652",91,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-10-21,-,"$51,013",+95.6%,-27.5%,184,$277,"$176,313,665",92,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-10-22,-,"$70,752",+38.7%,-31.9%,184,$385,"$176,384,417",93,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-10-23,-,"$38,978",-44.9%,-34.0%,184,$212,"$176,423,395",94,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-10-24,-,"$11,670",-70.1%,-40.9%,184,$63,"$176,435,065",95,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-10-25,-,"$13,653",+17.0%,-39.5%,184,$74,"$176,448,718",96,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-10-26,-,"$11,733",-14.1%,-42.7%,184,$64,"$176,460,451",97,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-10-27,-,"$12,296",+4.8%,-52.9%,184,$67,"$176,472,747",98,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-10-28,-,"$22,690",+84.5%,-55.5%,139,$163,"$176,495,437",99,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-10-29,-,"$35,222",+55.2%,-50.2%,139,$253,"$176,530,659",100,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-10-30,-,"$20,517",-41.7%,-47.4%,139,$148,"$176,551,176",101,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-10-31,-,"$7,964",-61.2%,-31.8%,139,$57,"$176,559,140",102,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-11-01,-,"$7,830",-1.7%,-42.6%,139,$56,"$176,566,970",103,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-11-02,-,"$6,087",-22.3%,-48.1%,139,$44,"$176,573,057",104,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-11-03,-,"$6,948",+14.1%,-43.5%,139,$50,"$176,580,005",105,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2011-11-04,-,"$17,677",+154.4%,-22.1%,102,$173,"$176,597,682",106,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sat,2011-11-05,-,"$25,292",+43.1%,-28.2%,102,$248,"$176,622,974",107,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Sun,2011-11-06,-,"$13,842",-45.3%,-32.5%,102,$136,"$176,636,816",108,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Mon,2011-11-07,-,"$3,531",-74.5%,-55.7%,102,$35,"$176,640,347",109,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Tue,2011-11-08,-,"$4,539",+28.5%,-42.0%,102,$45,"$176,644,886",110,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Wed,2011-11-09,-,"$3,777",-16.8%,-37.9%,102,$37,"$176,648,663",111,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Thu,2011-11-10,-,"$5,842",+54.7%,-15.9%,102,$57,"$176,654,505",112,Captain America: The First Avenger,https://i.annihil.us/u/prod/marvel/i/mg/c/30/521f6f84ecba1/portrait_incredible.jpg
Fri,2016-11-04,1,"$32,585,335",-,-,"3,882","$8,394","$32,585,335",1,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-11-05,1,"$31,368,671",-3.7%,-,"3,882","$8,081","$63,954,006",2,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2016-11-06,1,"$21,104,305",-32.7%,-,"3,882","$5,436","$85,058,311",3,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2016-11-07,1,"$6,209,922",-70.6%,-,"3,882","$1,600","$91,268,233",4,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2016-11-08,1,"$7,658,060",+23.3%,-,"3,882","$1,973","$98,926,293",5,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2016-11-09,1,"$5,061,877",-33.9%,-,"3,882","$1,304","$103,988,170",6,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2016-11-10,1,"$5,993,999",+18.4%,-,"3,882","$1,544","$109,982,169",7,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2016-11-11,1,"$14,926,647",+149.0%,-54.2%,"3,882","$3,845","$124,908,816",8,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-11-12,1,"$17,614,185",+18.0%,-43.8%,"3,882","$4,537","$142,523,001",9,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2016-11-13,1,"$10,429,233",-40.8%,-50.6%,"3,882","$2,687","$152,952,234",10,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2016-11-14,1,"$2,638,728",-74.7%,-57.5%,"3,882",$680,"$155,590,962",11,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2016-11-15,1,"$3,717,306",+40.9%,-51.5%,"3,882",$958,"$159,308,268",12,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2016-11-16,1,"$2,469,584",-33.6%,-51.2%,"3,882",$636,"$161,777,852",13,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2016-11-17,1,"$2,089,025",-15.4%,-65.1%,"3,882",$538,"$163,866,877",14,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2016-11-18,2,"$4,797,445",+129.6%,-67.9%,"3,694","$1,299","$168,664,322",15,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-11-19,3,"$7,869,847",+64.0%,-55.3%,"3,694","$2,130","$176,534,169",16,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2016-11-20,3,"$5,093,768",-35.3%,-51.2%,"3,694","$1,379","$181,627,937",17,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2016-11-21,3,"$1,964,998",-61.4%,-25.5%,"3,694",$532,"$183,592,935",18,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2016-11-22,3,"$2,645,540",+34.6%,-28.8%,"3,694",$716,"$186,238,475",19,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2016-11-23,3,"$3,118,747",+17.9%,+26.3%,"3,008","$1,037","$189,357,222",20,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2016-11-24,3,"$2,683,705",-13.9%,+28.5%,"3,008",$892,"$192,040,927",21,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2016-11-25,3,"$5,482,371",+104.3%,+14.3%,"3,008","$1,823","$197,523,298",22,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-11-26,3,"$5,426,143",-1.0%,-31.1%,"3,008","$1,804","$202,949,441",23,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2016-11-27,4,"$2,829,431",-47.9%,-44.5%,"3,008",$941,"$205,778,872",24,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2016-11-28,5,"$709,192",-74.9%,-63.9%,"3,008",$236,"$206,488,064",25,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2016-11-29,5,"$965,951",+36.2%,-63.5%,"3,008",$321,"$207,454,015",26,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2016-11-30,5,"$685,595",-29.0%,-78.0%,"3,008",$228,"$208,139,610",27,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2016-12-01,5,"$683,567",-0.3%,-74.5%,"3,008",$227,"$208,823,177",28,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2016-12-02,5,"$1,789,462",+161.8%,-67.4%,"2,935",$610,"$210,612,639",29,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-12-03,4,"$3,097,547",+73.1%,-42.9%,"2,935","$1,055","$213,710,186",30,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2016-12-04,4,"$1,797,543",-42.0%,-36.5%,"2,935",$612,"$215,507,729",31,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2016-12-05,5,"$499,818",-72.2%,-29.5%,"2,935",$170,"$216,007,547",32,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2016-12-06,5,"$709,000",+41.9%,-26.6%,"2,935",$242,"$216,716,547",33,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2016-12-07,5,"$514,624",-27.4%,-24.9%,"2,935",$175,"$217,231,171",34,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2016-12-08,5,"$500,275",-2.8%,-26.8%,"2,935",$170,"$217,731,446",35,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2016-12-09,5,"$1,220,454",+144.0%,-31.8%,"2,763",$442,"$218,951,900",36,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-12-10,5,"$2,113,956",+73.2%,-31.8%,"2,763",$765,"$221,065,856",37,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2016-12-11,5,"$1,201,417",-43.2%,-33.2%,"2,763",$435,"$222,267,273",38,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
